player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Tristan Thompson,79,Canada,Cleveland Cavaliers,Glass Cleaner,C,-,206,107,13,9,Texas,119,932,73,76,72,45,61,86,35,79,2538,85,70,69,62,75,75,63,52,74,74,85,95,90,68,85,75,81,59,62,62,80,31,39,30,84,41,75,54,36,65,64,79,58,55,90,82,Current
Kevin Porter Jr.,75,United States,Cleveland Cavaliers,Offense Initiator,SF,SG,193,96,4,1,Southern California,220,1,72,77,56,74,57,48,80,84,2503,68,67,77,72,70,75,85,85,52,75,88,72,80,75,40,80,25,62,44,39,83,75,82,83,78,54,44,69,56,50,75,64,60,40,35,60,Current
Cedi Osman,75,North Macedonia,Cleveland Cavaliers,3PT Specialist,SF,PF,201,97,16,5,Turkey,237,1,74,73,56,67,63,45,60,77,2464,78,74,82,67,78,65,71,70,59,70,85,80,75,76,46,61,38,58,51,39,75,75,75,71,70,43,65,76,42,42,76,70,65,70,36,53,Current
Darius Garland,74,United States,Cleveland Cavaliers,Offense Initiator,PG,-,185,79,10,1,Vanderbilt,259,1,76,81,49,80,50,35,65,82,2432,91,70,79,88,75,50,88,88,40,84,95,95,80,74,25,65,32,37,42,40,80,78,86,88,80,67,31,65,38,30,78,66,50,40,33,37,Current
Jordan Bell,74,United States,Cleveland Cavaliers,Glass Cleaner,C,PF,203,101,7,3,Oregon,286,1,67,80,62,44,64,80,65,75,2490,84,73,50,64,74,55,75,67,69,77,90,95,90,78,85,75,50,38,48,40,80,42,45,39,55,37,75,60,31,72,64,78,70,65,80,80,Current
Ante Zizic,73,Croatia,Cleveland Cavaliers,Mid-Range Finisher,C,-,208,114,41,4,Croatia,335,1,67,73,68,35,54,76,70,73,2351,82,80,32,71,70,65,58,60,78,60,85,89,80,62,70,65,72,68,73,64,68,34,32,25,55,29,64,41,43,58,52,65,61,45,67,85,Current
Dante Exum,73,Australia,Cleveland Cavaliers,Floor-Spacing Slasher,SG,PG,196,86,1,6,Australia,339,1,66,76,54,70,63,47,50,73,2431,66,70,79,74,70,35,79,82,48,77,80,85,83,75,25,60,28,55,40,63,85,75,75,79,77,43,27,79,41,53,79,78,74,75,38,56,Current
Dylan Windler,71,United States,Cleveland Cavaliers,3PT Specialist,SF,SG,198,88,9,1,Belmont,395,1,68,71,49,63,55,64,35,80,2295,67,75,83,85,50,45,68,69,62,75,80,65,80,72,35,50,32,44,44,37,80,62,69,67,64,53,42,60,64,56,65,57,60,35,59,69,Current
Dean Wade,70,United States,Cleveland Cavaliers,Inside-Out Scorer,PF,-,206,103,32,1,Kansas State,461,1,62,72,66,45,53,65,70,70,2321,67,68,75,70,50,40,62,62,50,83,80,85,79,60,80,75,60,60,64,60,70,38,60,43,55,30,50,44,54,37,58,70,68,45,67,62,Current
Matthew Dellavedova,70,Australia,Cleveland Cavaliers,Mid-Interior Playmaker,PG,SG,191,90,18,7,Saint Mary's,462,1,68,71,40,75,59,40,50,70,2265,88,80,58,89,60,30,70,65,35,67,82,95,81,68,25,25,28,28,30,38,76,75,75,70,80,74,30,82,40,30,77,79,60,75,36,44,Current
Alfonzo McKinnie,70,United States,Cleveland Cavaliers,Mid-Range Finisher,SF,PF,201,97,28,3,Green Bay,464,1,62,74,61,47,61,61,45,70,2338,80,74,60,56,60,40,63,65,61,82,80,85,83,70,70,65,51,54,52,51,78,54,59,43,52,28,65,66,56,51,69,65,64,50,59,62,Current
Matt Mooney,68,United States,Cleveland Cavaliers,Floor-Spacing Slasher,SG,PG,188,90,31,0,Texas Tech,527,1,70,69,42,69,52,41,50,68,2191,63,68,79,84,74,50,67,67,42,68,85,64,87,73,25,25,25,39,25,50,70,69,74,65,74,65,26,69,68,42,70,44,45,50,38,44,Current
Luka Doncic,94,Slovenia,Dallas Mavericks,Inside-Out Playmaker,SG,PG,201,98,77,2,Slovenia,8,173,86,84,79,88,61,75,98,97,3007,88,79,80,75,98,98,83,83,70,72,98,98,85,96,55,70,64,69,80,96,98,81,91,83,94,92,48,73,46,37,75,73,69,65,65,85,Current
Kristaps Porzingis,87,Latvia,Dallas Mavericks,2-Way Inside-Out Scorer,C,PF,221,108,6,5,Latvia,24,474,86,77,86,50,67,80,98,91,2875,79,77,83,78,98,98,66,65,74,78,94,85,77,78,90,75,83,88,86,88,98,50,68,56,40,36,83,56,38,87,62,87,60,65,74,86,Current
Tim Hardaway Jr.,78,United States,Dallas Mavericks,Sharpshooter,SG,SF,196,92,11,7,Michigan,135,972,83,74,58,69,52,41,75,78,2475,82,85,84,80,84,80,68,72,55,78,81,83,83,70,35,78,36,53,38,82,71,75,78,68,84,40,45,70,37,30,75,63,58,40,32,49,Current
Seth Curry,78,United States,Dallas Mavericks,3-Level Scorer,SG,PG,188,83,30,6,Duke,142,980,87,74,44,71,46,40,50,78,2328,91,95,89,84,84,80,78,79,41,68,89,85,80,82,25,36,27,35,30,50,69,78,78,77,75,45,25,57,40,37,68,54,55,35,34,45,Current
Jalen Brunson,77,United States,Dallas Mavericks,Mid-Range Playmaker,PG,-,185,86,13,2,Villanova,162,1,84,74,58,83,53,45,70,78,2558,93,84,79,81,85,80,82,84,42,69,80,78,81,77,40,50,50,56,50,65,75,84,86,82,88,73,55,70,37,32,78,65,55,35,36,53,Current
Willie Cauley-Stein,77,United States,Dallas Mavericks,Finisher,C,-,213,108,33,5,Kentucky,171,1,67,79,74,50,68,74,50,77,2609,79,37,49,61,95,80,77,64,77,75,85,88,84,79,85,70,79,55,65,73,84,68,35,32,75,39,76,51,63,84,65,78,62,65,65,83,Current
Maxi Kleber,76,Germany,Dallas Mavericks,Stretch Four,PF,C,208,108,42,3,Germany,197,1,73,67,73,56,67,61,45,77,2548,84,79,80,86,70,40,45,38,73,56,85,90,80,73,75,75,74,76,72,57,80,70,64,45,68,32,74,72,32,78,69,75,68,70,56,65,Current
Dwight Powell,76,Canada,Dallas Mavericks,Interior Big,C,PF,208,108,7,6,Stanford,202,1,76,76,77,51,61,67,90,76,2652,67,65,64,67,98,95,71,48,80,67,90,95,83,70,75,65,77,79,79,83,90,55,60,44,64,34,74,45,46,57,58,68,74,65,67,67,Current
Dorian Finney-Smith,76,United States,Dallas Mavericks,3PT Specialist,SF,PF,201,99,10,4,Florida,204,1,73,72,55,53,68,58,85,76,2461,62,71,81,72,74,75,67,67,48,83,80,80,81,67,40,84,47,40,40,48,72,65,60,44,61,33,72,79,38,56,79,74,74,70,60,56,Current
Trey Burke,76,United States,Dallas Mavericks,Deep-Range Shot Creator,PG,-,183,79,23,7,Syracuse,210,1,83,74,47,80,50,46,70,76,2432,82,76,86,83,81,90,80,80,41,70,85,85,80,74,25,30,28,45,35,55,85,80,86,80,84,72,48,63,37,32,68,54,60,35,50,41,Current
J.J. Barea,75,Puerto Rico,Dallas Mavericks,Playmaking Shot Creator,PG,SG,178,83,5,4,Northeastern,229,1,79,69,43,84,45,44,70,78,2322,55,84,82,71,97,85,81,81,28,70,70,72,79,80,25,25,25,30,25,58,79,85,83,81,88,84,25,64,31,35,68,45,45,50,38,50,Current
Boban Marjanovic,75,Serbia,Dallas Mavericks,Glass Cleaner,C,-,224,131,51,5,Serbia,250,1,70,49,65,37,54,89,60,75,2215,80,70,63,77,75,55,25,25,71,40,70,45,65,50,95,60,69,60,76,70,40,60,35,25,35,32,73,30,37,57,35,65,73,65,87,90,Current
Delon Wright,75,United States,Dallas Mavericks,3PT Playmaker,SG,PG,196,82,55,5,Utah,251,1,69,76,50,80,64,56,60,75,2511,73,60,83,79,65,55,74,69,58,69,90,90,84,79,25,60,25,46,27,55,85,86,86,74,85,70,33,75,80,52,75,63,80,55,50,61,Current
Justin Jackson,72,United States,Dallas Mavericks,3-Level Scorer,PF,SF,201,95,44,2,North Carolina,371,1,78,74,52,61,52,49,60,75,2347,92,80,72,82,79,60,73,76,57,79,85,66,80,65,35,60,32,51,41,52,82,65,74,69,62,33,40,64,32,47,70,60,60,40,40,57,Current
Michael Kidd-Gilchrist,72,United States,Dallas Mavericks,Floor-Spacing Slasher,PF,SF,198,104,9,8,Kentucky,381,1,63,77,63,62,64,65,55,74,2509,70,60,70,77,78,25,76,76,67,78,89,75,80,68,55,75,51,60,70,40,88,65,73,67,69,35,75,75,30,58,77,74,60,65,52,77,Current
Courtney Lee,71,United States,Dallas Mavericks,3PT Specialist,SG,SF,196,97,1,2,Western Kentucky,425,1,72,72,57,64,65,40,35,73,2417,87,70,86,67,70,50,72,77,46,82,75,75,78,76,35,69,30,61,49,50,84,75,74,70,70,29,34,74,76,55,74,68,77,65,36,43,Current
Antonius Cleveland,67,United States,Dallas Mavericks,3-Level Scorer,SG,SF,198,88,3,3,Southeast Missouri State,540,1,62,73,55,56,59,44,50,70,2287,70,72,73,65,50,40,75,75,50,79,80,65,86,70,50,65,42,44,41,50,80,62,70,68,55,27,41,62,78,54,70,60,75,35,38,50,Current
Josh Reaves,67,United States,Dallas Mavericks,3PT Shooter,SG,PG,193,96,23,0,Penn State,546,1,64,72,50,65,59,42,40,69,2270,64,68,76,70,60,45,72,71,50,70,80,77,81,70,25,60,36,54,32,44,78,60,70,66,62,66,37,64,74,40,73,64,74,45,39,44,Current
Nikola Jokic,90,Serbia,Denver Nuggets,Mid-Range Maestro,C,-,213,113,15,6,Serbia,11,313,89,78,90,79,63,84,70,92,3025,98,86,77,81,95,98,63,62,91,63,97,85,83,86,85,70,97,94,95,97,95,92,70,60,96,79,72,51,53,58,37,79,86,65,79,88,Current
Jamal Murray,85,Canada,Denver Nuggets,Offensive Threat,PG,SG,193,93,27,4,Kentucky,39,633,91,78,63,82,57,45,80,87,2716,91,87,80,89,98,98,77,79,54,80,95,85,78,82,30,82,38,46,74,70,84,90,88,77,84,71,35,70,53,45,78,69,58,45,37,52,Current
Michael Porter Jr.,81,United States,Denver Nuggets,3PT Specialist,SF,PF,208,95,1,2,Missouri,72,816,76,78,69,63,59,74,75,88,2650,71,78,86,77,75,70,80,81,68,88,80,80,66,84,60,80,50,62,68,65,80,65,78,77,62,35,60,64,43,66,73,60,68,40,67,80,Current
Paul Millsap,79,United States,Denver Nuggets,2-Way Stretch Four,PF,C,201,111,4,4,Louisiana Tech,107,911,77,76,77,60,74,68,40,81,2751,71,73,87,83,80,65,59,45,87,66,95,89,91,73,70,70,77,84,83,60,95,61,70,59,74,38,82,78,49,63,77,80,80,80,67,69,Current
Will Barton,79,United States,Denver Nuggets,Sharpshooter,SF,SG,196,86,5,8,Memphis,117,930,81,74,60,73,64,57,65,79,2618,71,92,81,77,78,85,73,78,44,74,82,85,80,75,40,83,32,59,45,65,82,75,79,73,77,62,33,80,46,53,81,80,65,75,47,67,Current
Monte Morris,77,United States,Denver Nuggets,Playmaking Shot Creator,PG,-,188,79,11,3,Iowa State,160,1,82,72,49,85,53,38,75,78,2462,71,91,81,82,98,70,83,84,41,72,80,60,81,79,25,50,28,45,32,51,80,94,86,83,90,71,44,62,56,51,70,52,55,35,33,43,Current
Mason Plumlee,77,United States,Denver Nuggets,Mid-Range Finisher,C,-,211,106,7,7,Duke,163,1,68,71,77,61,63,80,65,78,2635,60,75,58,54,92,70,57,41,73,75,78,92,83,79,80,80,75,70,70,79,81,75,37,50,72,70,74,46,46,73,48,77,68,75,75,84,Current
Jerami Grant,77,United States,Denver Nuggets,Stretch Four,PF,C,203,99,9,6,Syracuse,169,1,79,77,67,52,68,48,80,77,2604,74,72,84,74,95,75,71,67,63,78,85,94,82,85,70,80,42,52,60,59,84,60,66,63,39,32,70,69,41,68,74,77,72,75,42,53,Current
Gary Harris,76,United States,Denver Nuggets,2-Way Mid-Range Shooter,SG,SF,193,95,14,6,Michigan State,180,1,75,73,54,66,74,40,40,80,2510,51,88,76,82,90,60,70,75,53,78,85,70,83,82,40,50,28,51,47,60,75,75,76,70,70,37,68,86,63,42,86,84,80,80,33,46,Current
Noah Vonleh,74,United States,Denver Nuggets,3-Level Scorer,C,PF,206,113,32,6,Indiana,275,1,75,73,68,52,51,80,60,76,2470,90,74,70,83,73,60,57,50,70,75,80,95,82,61,75,70,72,57,60,67,85,48,58,53,60,41,65,47,42,53,50,72,45,35,72,87,Current
Torrey Craig,74,United States,Denver Nuggets,3PT Specialist,SF,SG,201,97,3,3,USC Upstate,293,1,64,63,54,52,72,58,70,74,2345,56,56,77,70,75,50,63,61,49,73,80,35,80,70,35,60,40,52,55,48,70,52,69,58,50,30,74,79,37,73,80,79,75,75,55,60,Current
P.J. Dozier,72,United States,Denver Nuggets,Floor-Spacing Slasher,SG,PG,198,92,35,2,South Carolina,363,1,59,75,56,71,60,45,85,75,2407,60,64,70,60,50,50,86,86,40,85,80,70,81,75,50,75,44,41,39,42,78,68,76,77,69,65,48,74,43,60,76,65,60,50,36,54,Current
Bol Bol,71,Sudan  /  United States,Denver Nuggets,3-Level Scorer,C,-,218,94,10,1,Oregon,394,1,69,67,71,51,59,76,25,83,2430,78,79,77,75,57,50,68,68,55,69,80,50,77,64,85,70,70,68,70,62,75,50,67,60,40,39,72,52,47,86,58,64,49,40,67,84,Current
Keita Bates-Diop,71,United States,Denver Nuggets,Stretch Four,PF,SF,203,103,31,2,Ohio State,407,1,61,73,62,56,58,52,85,75,2374,51,69,76,71,50,50,77,77,60,72,80,70,76,70,55,65,54,63,60,55,70,58,66,66,56,32,63,63,40,66,74,60,60,35,41,63,Current
Troy Daniels,71,United States,Denver Nuggets,Mid-Range Specialist,SG,-,193,92,30,6,Virginia Commonwealth,427,1,82,72,47,58,47,42,30,72,2229,92,88,79,78,80,75,68,77,62,63,85,68,81,74,25,35,27,46,50,38,84,60,65,67,70,29,33,56,35,40,65,57,52,40,39,44,Current
Vlatko Cancar,70,Slovenia,Denver Nuggets,Shooter,SF,PF,203,97,31,3,Slovenia,449,1,69,68,55,56,49,62,50,75,2246,68,74,75,84,65,50,60,60,55,70,80,65,87,70,45,65,42,44,45,45,80,52,64,54,54,55,48,52,44,50,63,52,40,40,59,65,Current
Tyler Cook,68,United States,Denver Nuggets,Interior Finisher,PF,SF,203,115,34,1,Iowa,510,1,52,75,59,52,49,61,75,70,2222,68,67,30,64,50,30,69,67,66,78,80,80,84,60,75,70,57,50,50,40,72,42,64,49,65,40,59,40,40,50,49,55,55,40,60,62,Current
Blake Griffin,83,United States,Detroit Pistons,Slashing Four,PF,C,206,113,23,1,Oklahoma,55,743,68,86,84,72,62,53,70,86,2791,75,45,61,78,80,70,68,71,94,90,95,95,88,78,98,90,74,74,84,72,98,75,77,66,74,66,78,59,33,51,65,72,70,65,43,63,Current
Derrick Rose,81,United States,Detroit Pistons,Slashing Playmaker,PG,SG,188,90,25,2,Memphis,75,824,89,80,60,86,57,41,55,84,2674,92,84,73,87,98,98,86,86,50,89,85,95,69,94,25,45,55,55,55,65,85,83,86,86,88,87,50,67,43,50,73,66,64,40,36,45,Current
Christian Wood,80,United States,Detroit Pistons,Inside-Out Scorer,PF,C,208,96,35,5,UNLV,88,862,84,68,68,42,58,77,95,82,2522,87,79,82,74,97,85,56,59,60,59,80,76,83,81,70,84,60,50,64,62,75,30,60,44,40,34,69,51,41,73,56,74,62,35,67,86,Current
Luke Kennard,78,United States,Detroit Pistons,3PT Specialist,SG,SF,196,93,5,3,Duke,129,958,87,71,52,73,44,41,65,79,2375,80,80,83,89,96,95,69,68,40,60,92,85,80,72,30,40,28,50,35,65,95,76,78,66,79,68,35,51,32,37,65,50,50,30,30,52,Current
John Henson,75,United States,Detroit Pistons,Rim Protector,C,-,206,99,31,8,North Carolina,247,1,72,70,71,41,68,73,85,75,2547,84,71,58,50,95,75,56,50,72,59,80,90,80,69,85,75,70,58,60,69,85,30,35,25,66,51,74,53,59,88,59,78,62,70,66,80,Current
Langston Galloway,75,United States,Detroit Pistons,3-Level Scorer,SG,PG,185,90,9,5,Saint Joseph's,248,1,84,74,45,66,51,40,65,75,2341,88,82,84,86,90,75,72,76,48,86,83,70,81,82,25,55,25,37,28,50,61,75,78,71,70,37,30,68,42,37,73,52,64,40,36,44,Current
Bruce Brown Jr.,74,United States,Detroit Pistons,Well-Rounded Guard,SG,PG,193,91,6,2,Miami (FL),266,1,69,81,55,75,68,55,45,78,2567,73,76,78,74,50,60,76,78,78,80,92,80,84,75,30,70,28,34,42,65,95,79,77,74,75,70,58,77,56,55,77,79,75,65,46,63,Current
Jordan Mcrae,74,United States,Detroit Pistons,3PT Specialist,SG,SF,196,81,52,6,Tennessee,290,1,77,75,60,61,50,50,80,74,2422,71,73,80,76,80,80,70,70,58,67,85,84,90,82,40,70,33,56,45,78,79,60,72,64,42,66,50,51,41,57,68,45,60,25,36,64,Current
Sviatoslav Mykhailiuk,73,Ukraine,Detroit Pistons,3PT Specialist,SF,SG,201,92,19,2,Kansas,311,1,71,73,51,64,46,38,85,76,2269,45,74,84,81,75,65,82,82,54,69,81,65,79,69,40,55,42,47,38,42,74,69,64,75,64,46,37,55,46,32,67,50,54,30,32,44,Current
Thon Maker,73,South Sudan  /  Australia,Detroit Pistons,Mid-Range Specialist,C,PF,213,99,7,4,Orangeville Prep (CAN),315,1,76,74,65,50,57,65,70,76,2481,83,83,78,66,76,70,68,68,63,78,80,80,82,70,80,65,59,61,58,48,82,60,65,60,32,35,54,45,46,81,62,62,55,50,63,67,Current
Sekou Doumbouya,72,Guinea,Detroit Pistons,3-Level Scorer,PF,SF,203,104,45,1,France,343,1,60,84,70,48,55,52,40,82,2412,77,73,70,67,35,40,82,83,79,94,85,85,80,75,75,85,74,65,68,50,70,49,50,60,52,28,64,60,41,47,65,69,50,40,40,63,Current
Tony Snell,72,United States,Detroit Pistons,Sharpshooter,SF,SG,198,96,17,7,New Mexico,377,1,76,72,53,62,62,35,25,75,2365,85,86,84,88,75,40,68,67,48,72,81,85,82,63,35,75,33,48,43,44,85,65,74,60,70,42,40,78,37,45,77,74,77,70,27,42,Current
Brandon Knight,70,United States,Detroit Pistons,Mid-Range Specialist,PG,SG,188,88,20,9,Kentucky,452,1,71,77,50,76,56,39,25,75,2371,64,84,78,79,70,50,80,80,52,69,95,85,80,83,25,60,25,38,26,70,75,76,78,80,75,70,55,64,38,40,70,65,65,50,30,47,Current
Jordan Bone,69,United States,Detroit Pistons,Floor-Spacing Slasher,PG,-,191,81,18,1,Tennessee,468,1,66,77,48,67,59,40,40,75,2319,73,71,76,84,55,35,91,91,35,95,80,68,80,73,25,50,28,44,40,44,80,64,75,90,68,39,33,74,59,38,79,68,60,60,31,48,Current
Justin Patton,69,United States,Detroit Pistons,Mid-Range Finisher,C,-,211,108,13,3,Creighton,472,1,64,70,67,38,62,64,45,74,2338,76,73,60,50,72,50,56,55,71,69,80,80,80,69,75,70,69,66,69,34,80,37,35,31,52,35,76,60,54,80,62,75,40,50,60,68,Current
Louis King,68,United States,Detroit Pistons,Inside-Out Scorer,SF,-,201,88,14,1,Oregon,500,1,65,76,64,57,50,39,30,75,2300,72,60,76,78,65,40,74,74,67,79,80,76,80,70,75,75,50,58,62,44,80,55,66,62,63,40,58,51,43,37,60,59,54,35,32,45,Current
Khyri Thomas,68,United States,Detroit Pistons,3PT Specialist,SG,PG,191,95,13,2,Creighton,504,1,65,75,48,59,66,42,30,74,2318,59,68,70,70,70,55,76,77,60,72,80,82,81,70,30,50,32,40,41,47,75,66,62,67,69,31,50,76,53,62,77,77,70,65,36,48,Current
Stephen Curry,95,United States,Golden State Warriors,Offensive Threat,PG,SG,191,86,30,1,Davidson,7,156,95,83,58,91,66,55,80,95,2877,91,91,99,92,98,98,84,91,48,73,98,98,86,96,25,36,35,52,35,89,97,90,97,84,97,89,30,75,63,50,78,78,85,65,40,69,Current
Klay Thompson,89,United States,Golden State Warriors,2-Way 3-Level Scorer,SG,SF,198,97,11,9,Washington State,16,357,89,78,66,69,78,42,70,90,2819,88,88,95,82,93,90,71,74,62,67,91,85,94,86,35,65,35,78,74,61,90,77,76,71,80,41,70,93,43,55,93,90,88,95,33,50,Current
Andrew Wiggins,82,Canada,Golden State Warriors,Slasher,SF,SG,201,87,22,6,Kansas,70,797,77,85,72,73,63,49,60,83,2748,85,70,76,71,66,95,82,85,57,98,98,92,83,88,40,94,45,70,77,70,95,66,79,80,75,66,55,66,38,63,80,72,75,55,42,56,Current
Draymond Green,79,United States,Golden State Warriors,2-Way Playmaker,PF,C,198,104,23,8,Michigan State,100,899,62,80,62,80,78,58,35,84,2684,67,70,70,76,60,30,73,74,85,66,85,90,88,70,55,65,60,59,63,40,85,83,78,69,92,76,85,79,70,63,78,90,70,85,35,81,Current
Eric Paschall,79,United States,Golden State Warriors,Mid-Range Specialist,PF,SF,198,114,7,1,Villanova,101,900,81,80,73,62,52,55,70,83,2612,78,93,72,77,84,80,71,70,69,87,85,95,80,80,70,80,65,64,62,70,95,57,77,64,62,48,64,65,36,42,63,65,40,40,51,58,Current
Marquese Chriss,76,United States,Golden State Warriors,Interior Finisher,C,PF,206,108,32,4,Washington,216,1,77,79,75,52,61,77,50,76,2643,84,74,53,77,92,80,71,70,66,86,85,96,78,68,90,85,79,54,72,69,84,29,50,57,64,60,57,58,46,83,60,78,68,40,70,84,Current
Kevon Looney,74,United States,Golden State Warriors,Mid-Range Finisher,C,-,206,99,5,5,UCLA,273,1,69,74,63,54,62,75,80,76,2506,75,74,40,62,95,65,58,69,64,63,85,96,84,80,65,70,55,52,62,52,66,55,61,48,66,42,69,46,66,61,62,74,64,55,83,66,Current
Damion Lee,74,United States,Golden State Warriors,3-Level Scorer,SG,PG,196,95,1,2,Louisville,292,1,82,70,60,62,55,51,70,74,2456,85,72,79,87,88,80,66,68,55,75,80,70,79,78,40,65,44,48,51,74,78,62,70,66,57,57,57,60,49,35,74,60,66,35,36,66,Current
Jordan Poole,72,United States,Golden State Warriors,Floor-Spacing Slasher,SG,PG,193,86,3,1,Michigan,347,1,73,73,56,69,52,38,70,79,2385,68,67,72,80,78,75,73,78,61,73,80,65,80,75,45,60,29,47,44,65,80,66,78,72,68,62,47,65,41,42,74,65,55,30,28,48,Current
Alen Smailagic,71,Serbia,Golden State Warriors,Prospect,PF,C,208,97,6,1,Serbia,401,1,61,73,64,57,56,61,60,77,2380,65,64,59,66,65,45,59,68,68,67,85,85,80,69,65,65,62,60,66,54,70,59,59,48,62,56,69,50,37,66,65,68,50,45,62,60,Current
Ky Bowman,71,United States,Golden State Warriors,3-Level Scorer,PG,-,185,85,12,1,Boston College,408,1,75,70,51,71,55,44,70,75,2372,63,79,73,83,78,75,72,72,40,76,70,80,80,77,25,70,25,44,32,59,75,70,79,72,64,68,34,62,63,47,76,61,55,40,37,51,Current
Juan Toscano-Anderson,69,United States,Golden State Warriors,3PT Shooter,SF,PF,198,94,95,0,Marquette,482,1,62,75,52,63,60,56,30,73,2330,60,65,78,68,60,40,68,69,62,70,85,90,83,68,40,70,30,44,58,40,69,69,68,64,62,53,60,60,70,56,69,68,60,40,42,69,Current
Mychal Mulder,68,Canada,Golden State Warriors,Inside-Out Playmaker,PG,SG,191,83,12,0,Kentucky,511,1,65,74,45,73,51,39,65,70,2257,74,70,78,70,50,50,79,79,39,72,90,75,84,72,25,55,25,36,31,40,72,78,75,81,79,54,34,64,50,40,70,55,58,40,36,42,Current
James Harden,96,United States,Houston Rockets,Offensive Threat,SG,PG,196,99,13,1,Arizona State,4,119,90,90,79,88,68,52,75,96,3061,84,90,84,86,98,99,89,89,74,87,98,97,95,98,35,84,60,84,75,98,98,78,97,89,98,79,62,70,66,60,75,63,82,65,40,64,Current
Russell Westbrook,88,United States,Houston Rockets,2-Way Slashing Playmaker,PG,SG,191,90,0,2,UCLA,21,417,79,92,73,87,70,61,50,90,2954,80,79,64,78,75,98,96,96,75,92,98,95,92,95,30,86,45,76,73,85,95,78,89,96,90,80,42,83,63,45,85,80,79,80,50,71,Current
Robert Covington,79,United States,Houston Rockets,Perimeter Defender,PF,SF,201,101,33,6,Tennessee State,110,915,70,73,59,59,82,58,80,80,2630,89,73,79,80,60,40,68,69,62,70,85,75,82,68,55,65,59,58,59,34,70,65,70,65,66,31,79,86,73,75,86,85,88,85,40,76,Current
Eric Gordon,78,United States,Houston Rockets,Floor-Spacing Slasher,SF,SG,191,97,10,2,Indiana,122,949,79,80,63,61,60,35,70,81,2539,77,67,75,76,92,85,81,79,65,82,92,85,78,82,30,70,35,63,50,78,94,60,77,81,53,34,42,78,38,51,78,73,68,50,29,40,Current
P.J. Tucker,76,United States,Houston Rockets,Stretch Five,C,SF,196,110,17,4,Texas,184,1,76,78,58,56,70,57,98,78,2594,94,74,81,84,70,50,63,63,85,66,88,90,91,60,50,60,59,58,59,36,81,70,65,44,69,31,80,80,43,51,80,74,75,80,48,66,Current
Danuel House,76,United States,Houston Rockets,3PT Specialist,SF,PF,201,99,4,4,Texas A&M,189,1,76,70,64,60,56,47,80,77,2458,50,67,81,80,95,80,63,60,50,75,85,75,83,78,80,75,47,51,47,58,79,69,70,60,69,31,52,60,49,56,70,59,48,55,41,53,Current
Jeff Green,76,United States,Houston Rockets,Inside-Out Scorer,PF,C,203,106,32,3,Georgetown,196,1,72,75,75,59,62,49,50,77,2568,85,76,80,78,60,55,63,57,70,84,89,78,82,85,65,80,70,68,72,75,85,69,74,50,70,32,69,70,41,56,74,68,54,60,41,56,Current
Austin Rivers,75,United States,Houston Rockets,Offense Initiator,PG,SG,191,90,25,8,Duke,240,1,71,77,52,72,61,41,90,76,2481,85,65,79,67,80,50,77,84,44,82,93,80,82,80,25,65,31,43,42,60,70,79,86,77,82,38,35,79,42,40,79,78,60,75,34,47,Current
Ben McLemore,74,United States,Houston Rockets,3PT Specialist,SF,SG,191,90,16,7,Kansas,289,1,75,76,62,65,56,39,45,75,2442,60,74,83,76,84,70,70,72,54,83,90,79,84,78,40,80,42,56,42,69,85,75,74,67,78,30,55,65,40,42,72,68,47,60,32,46,Current
DeMarre Carroll,73,United States,Houston Rockets,Inside-Out Scorer,PF,C,198,97,9,1,Vanderbilt,320,1,73,71,64,57,67,59,50,76,2506,69,65,75,76,90,60,45,52,72,65,88,92,81,78,60,65,40,58,60,68,82,65,60,45,75,40,64,78,35,55,76,78,81,70,50,67,Current
Chris Clemons,73,United States,Houston Rockets,Offense Initiator,PG,-,175,81,3,1,Campbell,333,1,78,77,52,74,49,39,85,73,2418,59,72,78,86,95,75,86,86,35,79,85,90,80,79,25,60,25,45,32,59,90,74,86,86,72,52,34,57,38,56,71,47,59,30,31,46,Current
David Nwaba,73,United States,Houston Rockets,3-Level Scorer,SF,PF,196,99,0,3,-,342,1,72,79,55,53,74,51,25,73,2487,81,76,77,68,70,60,70,72,68,80,85,97,81,70,50,75,40,38,44,54,72,60,65,67,44,29,69,79,56,76,78,79,82,75,41,61,Current
Tyson Chandler,72,United States,Houston Rockets,Finisher,C,-,213,108,19,9,Dominguez HS (CA),349,1,46,62,63,38,66,77,45,79,2205,64,48,25,59,50,30,48,25,78,65,75,65,76,64,90,73,65,52,51,48,58,40,35,25,64,28,79,51,41,71,59,80,75,70,79,75,Current
